"characters_id","characters_name","characters_images","characters_jutsu","characters_personal","characters_uniqueTraits","characters_natureType","characters_rank","characters_tools","characters_debut_novel","characters_debut_movie","characters_debut_appearsIn","characters_debut_manga","characters_debut_anime","characters_debut_game","characters_debut_ova","characters_family_incarnation-with-the-god-tree","characters_family_depowered-form","characters_family_son","characters_family_nephew","characters_family_adoptive-son","characters_family_father","characters_family_adoptive-brother","characters_family_cousin","characters_family_adoptive-father","characters_family_brother","characters_family_husband","characters_family_father","characters_family_grandniece","characters_family_grandmother","characters_family_grandfather","characters_family_mother","characters_family_granduncle","characters_family_daughter","characters_family_wife","characters_family_uncle","characters_family_granddaughter","characters_family_fiancée","characters_family_owner","characters_family_sister","characters_family_ex-husband","characters_family_younger-cousin","characters_family_uncle","characters_family_adoptive-cousin","characters_family_grandson","characters_family_younger-brother","characters_family_creator","characters_family_sibling","characters_family_unknown-kinship","characters_family_genetic-source","characters_family_creator/father","characters_family_original-form","characters_family_adoptive-daughter","characters_family_grandnephew","characters_family_adoptive-mother","characters_family_adoptive-sister","characters_family_fiancé","characters_family_lover","characters_family_twin-brother","characters_family_older-brother","characters_family_mother","characters_family_niece","characters_family_adoptive-nephew","characters_family_wife","characters_family_adoptive-grandson","characters_family_first-cousin-once-removed","characters_family_stepfather","characters_family_granddaughter","characters_family_grandson","characters_family_great-great-granddaughter","characters_family_great-great-grandson","characters_family_creation","characters_family_grandmother","characters_family_oldest-brother","characters_family_host","characters_family_clone","characters_family_godson","characters_family_son","characters_family_brother","characters_family_step-son","characters_family_pet","characters_family_genetic-template","characters_family_daughter","characters_family_adoptive-grandfather","characters_family_adoptive-aunt","characters_family_great-great-grandfather","characters_family_great-great-grandfather","characters_family_genetic-template/parent","characters_family_clone/brother","characters_family_altered-clone","characters_family_pet","characters_family_younger-brother","characters_family_unknown-kinship","characters_family_granduncle","characters_family_great-grandfather","characters_family_creation/clone","characters_family_creation","characters_family_clone/son","characters_family_grandfather","characters_family_creations","characters_family_vessel","characters_family_lover","characters_family_foster-son","characters_family_foster-father","characters_family_youngest-brother","characters_family_creation/clone-daughter","characters_family_spouse","characters_family_great-granddaughter","characters_family_great-grandson","characters_family_younger-relative","characters_family_adoptive-grandmother","characters_family_adoptive-granduncle","characters_family_adoptive-uncle","characters_family_distant-relative","characters_family_ex-wife","characters_family_descendant","characters_family_ancestor","characters_family_adoptive-nephews","characters_family_aunt","characters_family_godfather","characters_family_genetic-donor","characters_family_chakra-donor","characters_family_adoptive-sons","characters_family_adoptive-grandsons","characters_family_great-nephew","characters_family_adoptive-great-nephew","characters_voiceActors_japanese","characters_voiceActors_english","currentPage","pageSize","totalCharacters"
645,"Kirara","https://static.wikia.nocookie.net/naruto/images/3/3f/Kirara.png","","Female; Fabrication; Deceased; Iwagakure","Female; Fabrication; Deceased; Iwagakure","Yin Release","","",NA,NA,"Anime",NA,"Boruto Episode #77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iwa Doctor",NA,NA,"White Zetsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noriko Shibasaki","Abby Trott",1,1431,1431
646,"Kiri (ninja)","https://static.wikia.nocookie.net/naruto/images/8/82/Kiri.png","Mystical Palm Technique","Male; list(`Part II` = ""23""); Medical-nin; c(""Kirigakure"", ""Allied Shinobi Forces""); Surprise Attack Division; キリKiri","Male; list(`Part II` = ""23""); Medical-nin; c(""Kirigakure"", ""Allied Shinobi Forces""); Surprise Attack Division; キリKiri","","list(`Part II` = ""Chūnin"")","",NA,NA,"Anime, Manga, Game","Naruto Chapter #515","Naruto Shippūden Episode #242","Naruto Shippūden: Ultimate Ninja Storm 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shinobu Matsumoto","J.B. Blanc",1,1431,1431
647,"Kiri (villager)","https://static.wikia.nocookie.net/naruto/images/0/09/Lady_Kiri.png","","Female; Village Head; Green Banks","Female; Village Head; Green Banks","","","",NA,NA,"Anime",NA,"Boruto Episode #40",NA,NA,NA,NA,NA,NA,NA,"Tofu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yūki Kaneko","Cristina Vee",1,1431,1431
648,"Kirisaki","https://static.wikia.nocookie.net/naruto/images/7/77/Kirisaki.png","","Male; c(""Medical-nin"", ""Missing-nin""); Kirigakure","Male; c(""Medical-nin"", ""Missing-nin""); Kirigakure","","","Scalpel",NA,NA,"Anime",NA,"Boruto Episode #160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hidenobu Kiuchi","Kaiji Tang",1,1431,1431
649,"Kirisame","https://static.wikia.nocookie.net/naruto/images/1/12/Kirisame.png","Water Clone Technique (Novel only); Water Release: Rapid Thunder Whip Technique (Novel only); Water Release: Water Weapons (Novel only); Water Release: Water Whip","Male; Missing-nin; Amegakure; Team Suien; キリサメKirisame","Male; Missing-nin; Amegakure; Team Suien; キリサメKirisame","Water Release; Lightning Release  (Novel only)","","","Naruto: Mission: Protect The Waterfall Village! (novel)",NA,"Anime, Novel",NA,NA,NA,"Mission: Protect the Waterfall Village!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shunsuke Sakuya","Brad MacDonald",1,1431,1431
650,"Kiruru","","","Male; Kirigakure","Male; Kirigakure","Water Release","list(`Part I` = ""Genin"")","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
651,"Kitane","https://static.wikia.nocookie.net/naruto/images/b/b1/Kitane.png","Lightning Release: Thunder Binding; Limelight","Male; Deceased; Land of Fire; Twelve Guardian Ninja","Male; Deceased; Land of Fire; Twelve Guardian Ninja","Lightning Release","","Bō",NA,NA,"Anime",NA,"Naruto Shippūden Episode #66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Akio Katō","Lex Lang",1,1431,1431
652,"Kitō","https://static.wikia.nocookie.net/naruto/images/4/42/Kit%C5%8D.png","Healing Resuscitation Regeneration Technique; Mystical Palm Technique (Anime only)","Male; list(`Part I` = ""27""); Medical-nin; Konohagakure; Medic Corps","Male; list(`Part I` = ""27""); Medical-nin; Konohagakure; Medic Corps","","","",NA,NA,"Anime, Manga, Game","Naruto Chapter #235","Naruto Episode #135","Naruto: Ultimate Ninja Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chikara Osaka  (Episode 147)","Steve Staley   (Episode 135); Kirk Thornton   (Episode 147); Dave Wittenberg   (Episode 198)",1,1431,1431
653,"Kitsuchi","https://static.wikia.nocookie.net/naruto/images/1/14/Kitsuchi1.png","Naruto: Ultimate Ninja Online14 April 201320 July 2016","March 22; Male; list(`Part II` = ""44""); list(`Part II` = ""217cm""); list(`Part II` = ""120.5kg""); O; Second Division Commander of the Allied Shinobi Forces; c(""Iwagakure"", ""Allied Shinobi Forces""); Second Division","March 22; Male; list(`Part II` = ""44""); list(`Part II` = ""217cm""); list(`Part II` = ""120.5kg""); O; Second Division Commander of the Allied Shinobi Forces; c(""Iwagakure"", ""Allied Shinobi Forces""); Second Division","Earth Release","list(`Part II` = ""Jōnin""); IW-06112","",NA,NA,"Anime, Manga, Game","Naruto Chapter #515","Naruto Shippūden Episode #256","Naruto Shippūden: Ultimate Ninja Storm 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kurotsuchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masafumi Kimura","Patrick Seitz",1,1431,1431
654,"Kō (Anbu)","","","Male; Konohagakure; Team Ro","Male; Konohagakure; Team Ro","","list(`Part I` = ""Anbu"")","","Itachi Shinden: Book of Dark Night",NA,"Novel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
655,"Kobanza","https://static.wikia.nocookie.net/naruto/images/7/73/Kobanza.png","Water Release: Water Body","Male; Deceased; Pirate; Land of Water; Funato","Male; Deceased; Pirate; Land of Water; Funato","Water Release","","Kabutowari",NA,NA,"Anime",NA,"Boruto Episode #238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kōsuke Takaguchi","",1,1431,1431
656,"Kobuna","https://static.wikia.nocookie.net/naruto/images/5/5f/Kobuna.png","","Male; Pirate; Land of Water; Funato","Male; Pirate; Land of Water; Funato","","","Blowpipe; Senbon",NA,NA,"Anime",NA,"Boruto Episode #249",NA,NA,NA,NA,NA,NA,NA,"Funamushi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asami Tano","",1,1431,1431
657,"Kodaka","","Lightning Release: Electric Shock Needles","Male; Deceased","Male; Deceased","Lightning Release","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Komitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
658,"Kodama","https://static.wikia.nocookie.net/naruto/images/1/18/Kodama.png","","Male; Food vendor","Male; Food vendor","","","Sword",NA,NA,"Anime",NA,"Boruto Episode #259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hibiki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kōji Takahashi","",1,1431,1431
659,"Kina Kodon","","","Male; list(`Part II` = ""11""); Howling Wolf Village; Kodon","Male; list(`Part II` = ""11""); Howling Wolf Village; Kodon","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenma Kodon",NA,NA,NA,"Reishi Kodon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
660,"Reishi Kodon","","Hypnotic Genjutsu: Wild Beast Communication; Sealing Technique: Rōen Kodon","Male; Deceased; Howling Wolf Village; Kodon","Male; Deceased; Howling Wolf Village; Kodon","Yin Release","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenma Kodon",NA,NA,NA,"Kina Kodon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
661,"Tenma Kodon","","Hypnotic Genjutsu: Wild Beast Communication; Sealing Technique: Rōen Kodon","Male; Deceased; Howling Wolf Village; Kodon","Male; Deceased; Howling Wolf Village; Kodon","Yin Release","list(`Part II` = ""Anbu"")","","Naruto Jinraiden: The Day the Wolf Howled",NA,"Novel",NA,NA,NA,NA,NA,NA,"Reishi Kodon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
662,"Kō Kogare","","","Male; Konohagakure","Male; Konohagakure","","list(Gaiden = ""Academy Student"")","","The New Leaves Soaring Through the Blue Sky!",NA,"Anime, Novel, Game",NA,"Boruto Episode #1","Naruto: Ultimate Ninja Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hirokazu Sekido","Billy Kametz",1,1431,1431
663,"Kohada","https://static.wikia.nocookie.net/naruto/images/6/6c/Kohada_Anime.png; https://static.wikia.nocookie.net/naruto/images/e/ef/Kohada.png","","Female; list(`Part I` = ""19""); Sushi-shop assistant; Konohagakure","Female; list(`Part I` = ""19""); Sushi-shop assistant; Konohagakure","","","",NA,NA,"Anime, Manga","Naruto Chapter #140","Naruto Episode #81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
664,"Mukai Kohinata","","Eight Trigrams Sixteen Palms; Gentle Fist; Shadow Clone Technique","Male; list(`Part I` = ""34""); Deceased; Byakugan; c(""Konohagakure"", ""Kirigakure"")","Male; list(`Part I` = ""34""); Deceased; Byakugan; c(""Konohagakure"", ""Kirigakure"")","","list(`Part I` = ""Jōnin"")","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1,1431,1431
665,"Kōji (Suna)","https://static.wikia.nocookie.net/naruto/images/e/e9/K%C5%8Dji.png","Sandstone Fist","Male; Sunagakure; Team Ameno; コウジKōji","Male; Sunagakure; Team Ameno; コウジKōji","","list(`Part I` = ""Genin"")","Sand",NA,NA,"Anime",NA,"Naruto Shippūden Episode #395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryūichi Kijima","Steve Staley",1,1431,1431
666,"Kōji","https://static.wikia.nocookie.net/naruto/images/a/a9/K%C5%8Dji2.png","","Male; list(`Part I` = ""10""); Konohagakure; コウジKōji","Male; list(`Part I` = ""10""); Konohagakure; コウジKōji","","list(`Part I` = ""Academy Student"")","",NA,NA,"Anime, Manga","Naruto Chapter #94","Naruto Episode #56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yukiko Amada  (Episode 56); Wakana Sube  (Episode 158); Ayaka Yamashita   (Episode 199-200); Eri Moritani  (Episode 209)","Kate Higgins   (Episode 56 and 209); Barbara Goodson   (Episode 158); Steve Blum   (Episode 199-200)",1,1431,1431
667,"Kokatsu","https://static.wikia.nocookie.net/naruto/images/a/a1/Kokatsu.png","","Male; Allied Shinobi Forces  (Anime only)","Male; Allied Shinobi Forces  (Anime only)","","","",NA,NA,"Anime, Manga","Boruto Chapter #24","Boruto Episode #188",NA,NA,NA,NA,"Kawaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenji Nomura","Catero Colbert",1,1431,1431
668,"Renga Kokubō","https://static.wikia.nocookie.net/naruto/images/8/85/Renga_Kokub%C5%8D.png","Mental Resistance Technique (Anime only); Multiple String Light Formation (Anime only); Quarantine Wall (Anime only); String Light Formation (Anime only)","Male; Konohagakure; Team 25; 国防レンガKokubōRenga","Male; Konohagakure; Team 25; 国防レンガKokubōRenga","","list(Gaiden = ""Anbu"")","Shield (Anime only)","The New Leaves Soaring Through the Blue Sky!",NA,"Anime, Novel, Game",NA,"Boruto Episode #1","Naruto: Ultimate Ninja Online",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yō Tokinaga","Mick Wingert",1,1431,1431
